"","periodo","provincia","departamento","titulares","titulares_por2","mes","anio","mes_n"
"1",2020-03-01,"Misiones","Cainguás",1,2,"marzo",2020,3
"2",2020-03-01,"Misiones","Capital",1,2,"marzo",2020,3
"3",2020-03-01,"Misiones","Leandro N. Alem",1,2,"marzo",2020,3
"4",2020-03-01,"Misiones","San Javier",1,2,"marzo",2020,3
"5",2020-04-01,"Misiones","Cainguás",1,2,"abril",2020,4
"6",2020-04-01,"Misiones","Capital",1,2,"abril",2020,4
"7",2020-04-01,"Misiones","Leandro N. Alem",1,2,"abril",2020,4
"8",2020-04-01,"Misiones","San Javier",1,2,"abril",2020,4
"9",2020-05-01,"Misiones","Cainguás",1,2,"mayo",2020,5
"10",2020-05-01,"Misiones","Capital",1,2,"mayo",2020,5
"11",2020-05-01,"Misiones","Leandro N. Alem",1,2,"mayo",2020,5
"12",2020-05-01,"Misiones","San Javier",1,2,"mayo",2020,5
"13",2020-06-01,"Misiones","Cainguás",1,2,"junio",2020,6
"14",2020-06-01,"Misiones","Capital",1,2,"junio",2020,6
"15",2020-06-01,"Misiones","Leandro N. Alem",1,2,"junio",2020,6
"16",2020-06-01,"Misiones","San Javier",1,2,"junio",2020,6
"17",2020-07-01,"Misiones","Cainguás",1,2,"julio",2020,7
"18",2020-07-01,"Misiones","Capital",1,2,"julio",2020,7
"19",2020-07-01,"Misiones","Leandro N. Alem",1,2,"julio",2020,7
"20",2020-07-01,"Misiones","San Ignacio",1,2,"julio",2020,7
"21",2020-07-01,"Misiones","San Javier",1,2,"julio",2020,7
"22",2020-08-01,"Misiones","Cainguás",1,2,"agosto",2020,8
"23",2020-08-01,"Misiones","Capital",1,2,"agosto",2020,8
"24",2020-08-01,"Misiones","Leandro N. Alem",1,2,"agosto",2020,8
"25",2020-08-01,"Misiones","Leandro N. Alem",1,2,"agosto",2020,8
"26",2020-08-01,"Misiones","San Ignacio",1,2,"agosto",2020,8
"27",2020-08-01,"Misiones","San Javier",1,2,"agosto",2020,8
"28",2020-09-01,"Misiones","25 de Mayo",1,2,"septiembre",2020,9
"29",2020-09-01,"Misiones","Cainguás",1,2,"septiembre",2020,9
"30",2020-09-01,"Misiones","Capital",1,2,"septiembre",2020,9
"31",2020-09-01,"Misiones","Leandro N. Alem",1,2,"septiembre",2020,9
"32",2020-09-01,"Misiones","Leandro N. Alem",1,2,"septiembre",2020,9
"33",2020-09-01,"Misiones","San Ignacio",1,2,"septiembre",2020,9
"34",2020-09-01,"Misiones","San Javier",1,2,"septiembre",2020,9
"35",2020-10-01,"Misiones","25 de Mayo",1,2,"octubre",2020,10
"36",2020-10-01,"Misiones","Apóstoles",1,2,"octubre",2020,10
"37",2020-10-01,"Misiones","Cainguás",1,2,"octubre",2020,10
"38",2020-10-01,"Misiones","Leandro N. Alem",1,2,"octubre",2020,10
"39",2020-10-01,"Misiones","San Ignacio",1,2,"octubre",2020,10
"40",2020-10-01,"Misiones","San Javier",1,2,"octubre",2020,10
"41",2020-11-01,"Misiones","25 de Mayo",1,2,"noviembre",2020,11
"42",2020-11-01,"Misiones","Apóstoles",1,2,"noviembre",2020,11
"43",2020-11-01,"Misiones","Cainguás",1,2,"noviembre",2020,11
"44",2020-11-01,"Misiones","Leandro N. Alem",1,2,"noviembre",2020,11
"45",2020-11-01,"Misiones","San Ignacio",1,2,"noviembre",2020,11
"46",2020-11-01,"Misiones","San Javier",1,2,"noviembre",2020,11
"47",2020-12-01,"Misiones","Apóstoles",1,2,"diciembre",2020,12
"48",2020-12-01,"Misiones","Leandro N. Alem",1,2,"diciembre",2020,12
"49",2020-12-01,"Misiones","San Ignacio",1,2,"diciembre",2020,12
"50",2020-12-01,"Misiones","San Javier",1,2,"diciembre",2020,12
"51",2021-01-01,"Misiones","Apóstoles",1,2,"enero",2021,1
"52",2021-01-01,"Misiones","Oberá",1,2,"enero",2021,1
"53",2021-01-01,"Misiones","San Ignacio",1,2,"enero",2021,1
"54",2021-02-01,"Misiones","Oberá",1,2,"febrero",2021,2
"55",2021-02-01,"Misiones","San Ignacio",1,2,"febrero",2021,2
"56",2021-03-01,"Misiones","Oberá",1,2,"marzo",2021,3
"57",2021-03-01,"Misiones","Oberá",1,2,"marzo",2021,3
"58",2021-03-01,"Misiones","San Ignacio",1,2,"marzo",2021,3
"59",2021-04-01,"Misiones","Capital",1,2,"abril",2021,4
"60",2021-04-01,"Misiones","Oberá",1,2,"abril",2021,4
"61",2021-04-01,"Misiones","Oberá",1,2,"abril",2021,4
"62",2021-05-01,"Misiones","Capital",1,2,"mayo",2021,5
"63",2021-05-01,"Misiones","Oberá",1,2,"mayo",2021,5
"64",2021-06-01,"Misiones","Oberá",1,2,"junio",2021,6
"65",2021-07-01,"Misiones","Oberá",1,2,"julio",2021,7
"66",2021-08-01,"Misiones","Oberá",1,2,"agosto",2021,8
"67",2021-09-01,"Misiones","Oberá",1,2,"septiembre",2021,9
"68",2021-10-01,"Misiones","Oberá",1,2,"octubre",2021,10
"69",2021-11-01,"Misiones","Capital",1,2,"noviembre",2021,11
"70",2021-11-01,"Misiones","Oberá",1,2,"noviembre",2021,11
"71",2021-12-01,"Misiones","Capital",1,2,"diciembre",2021,12
"72",2021-12-01,"Misiones","Oberá",1,2,"diciembre",2021,12
"73",2020-03-01,"Misiones","25 de Mayo",2,4,"marzo",2020,3
"74",2020-03-01,"Misiones","San Ignacio",2,4,"marzo",2020,3
"75",2020-04-01,"Misiones","25 de Mayo",2,4,"abril",2020,4
"76",2020-04-01,"Misiones","San Ignacio",2,4,"abril",2020,4
"77",2020-05-01,"Misiones","25 de Mayo",2,4,"mayo",2020,5
"78",2020-05-01,"Misiones","San Ignacio",2,4,"mayo",2020,5
"79",2020-06-01,"Misiones","25 de Mayo",2,4,"junio",2020,6
"80",2020-06-01,"Misiones","San Ignacio",2,4,"junio",2020,6
"81",2020-07-01,"Misiones","25 de Mayo",2,4,"julio",2020,7
"82",2020-07-01,"Misiones","San Ignacio",2,4,"julio",2020,7
"83",2020-08-01,"Misiones","25 de Mayo",2,4,"agosto",2020,8
"84",2020-08-01,"Misiones","Montecarlo",2,4,"agosto",2020,8
"85",2020-08-01,"Misiones","San Ignacio",2,4,"agosto",2020,8
"86",2020-08-01,"Misiones","San Ignacio",2,4,"agosto",2020,8
"87",2020-09-01,"Misiones","Montecarlo",2,4,"septiembre",2020,9
"88",2020-09-01,"Misiones","San Ignacio",2,4,"septiembre",2020,9
"89",2020-09-01,"Misiones","San Ignacio",2,4,"septiembre",2020,9
"90",2020-10-01,"Misiones","Capital",2,4,"octubre",2020,10
"91",2020-10-01,"Misiones","Leandro N. Alem",2,4,"octubre",2020,10
"92",2020-10-01,"Misiones","Montecarlo",2,4,"octubre",2020,10
"93",2020-10-01,"Misiones","San Ignacio",2,4,"octubre",2020,10
"94",2020-10-01,"Misiones","San Ignacio",2,4,"octubre",2020,10
"95",2020-11-01,"Misiones","Capital",2,4,"noviembre",2020,11
"96",2020-11-01,"Misiones","Leandro N. Alem",2,4,"noviembre",2020,11
"97",2020-11-01,"Misiones","Montecarlo",2,4,"noviembre",2020,11
"98",2020-11-01,"Misiones","San Ignacio",2,4,"noviembre",2020,11
"99",2020-11-01,"Misiones","San Ignacio",2,4,"noviembre",2020,11
"100",2020-12-01,"Misiones","Cainguás",2,4,"diciembre",2020,12
"101",2020-12-01,"Misiones","Capital",2,4,"diciembre",2020,12
"102",2020-12-01,"Misiones","Leandro N. Alem",2,4,"diciembre",2020,12
"103",2020-12-01,"Misiones","Montecarlo",2,4,"diciembre",2020,12
"104",2020-12-01,"Misiones","San Ignacio",2,4,"diciembre",2020,12
"105",2021-01-01,"Misiones","Capital",2,4,"enero",2021,1
"106",2021-01-01,"Misiones","Leandro N. Alem",2,4,"enero",2021,1
"107",2021-01-01,"Misiones","Montecarlo",2,4,"enero",2021,1
"108",2021-02-01,"Misiones","Capital",2,4,"febrero",2021,2
"109",2021-02-01,"Misiones","Leandro N. Alem",2,4,"febrero",2021,2
"110",2021-03-01,"Misiones","Capital",2,4,"marzo",2021,3
"111",2021-03-01,"Misiones","Leandro N. Alem",2,4,"marzo",2021,3
"112",2021-04-01,"Misiones","Leandro N. Alem",2,4,"abril",2021,4
"113",2021-05-01,"Misiones","Leandro N. Alem",2,4,"mayo",2021,5
"114",2021-06-01,"Misiones","Leandro N. Alem",2,4,"junio",2021,6
"115",2020-03-01,"Misiones","25 de Mayo",3,6,"marzo",2020,3
"116",2020-03-01,"Misiones","Leandro N. Alem",3,6,"marzo",2020,3
"117",2020-03-01,"Misiones","San Ignacio",3,6,"marzo",2020,3
"118",2020-04-01,"Misiones","25 de Mayo",3,6,"abril",2020,4
"119",2020-04-01,"Misiones","Leandro N. Alem",3,6,"abril",2020,4
"120",2020-04-01,"Misiones","San Ignacio",3,6,"abril",2020,4
"121",2020-05-01,"Misiones","25 de Mayo",3,6,"mayo",2020,5
"122",2020-05-01,"Misiones","Leandro N. Alem",3,6,"mayo",2020,5
"123",2020-05-01,"Misiones","San Ignacio",3,6,"mayo",2020,5
"124",2020-06-01,"Misiones","25 de Mayo",3,6,"junio",2020,6
"125",2020-06-01,"Misiones","Leandro N. Alem",3,6,"junio",2020,6
"126",2020-06-01,"Misiones","San Ignacio",3,6,"junio",2020,6
"127",2020-07-01,"Misiones","25 de Mayo",3,6,"julio",2020,7
"128",2020-07-01,"Misiones","Leandro N. Alem",3,6,"julio",2020,7
"129",2020-07-01,"Misiones","Leandro N. Alem",3,6,"julio",2020,7
"130",2020-08-01,"Misiones","Leandro N. Alem",3,6,"agosto",2020,8
"131",2020-08-01,"Misiones","Leandro N. Alem",3,6,"agosto",2020,8
"132",2020-09-01,"Misiones","Leandro N. Alem",3,6,"septiembre",2020,9
"133",2020-09-01,"Misiones","Leandro N. Alem",3,6,"septiembre",2020,9
"134",2020-10-01,"Misiones","Leandro N. Alem",3,6,"octubre",2020,10
"135",2020-10-01,"Misiones","Leandro N. Alem",3,6,"octubre",2020,10
"136",2020-11-01,"Misiones","Leandro N. Alem",3,6,"noviembre",2020,11
"137",2020-11-01,"Misiones","Leandro N. Alem",3,6,"noviembre",2020,11
"138",2020-12-01,"Misiones","25 de Mayo",3,6,"diciembre",2020,12
"139",2020-12-01,"Misiones","Leandro N. Alem",3,6,"diciembre",2020,12
"140",2020-12-01,"Misiones","Leandro N. Alem",3,6,"diciembre",2020,12
"141",2020-12-01,"Misiones","San Ignacio",3,6,"diciembre",2020,12
"142",2021-01-01,"Misiones","25 de Mayo",3,6,"enero",2021,1
"143",2021-01-01,"Misiones","Leandro N. Alem",3,6,"enero",2021,1
"144",2021-02-01,"Misiones","Leandro N. Alem",3,6,"febrero",2021,2
"145",2021-03-01,"Misiones","Leandro N. Alem",3,6,"marzo",2021,3
"146",2021-07-01,"Misiones","Leandro N. Alem",3,6,"julio",2021,7
"147",2021-08-01,"Misiones","Leandro N. Alem",3,6,"agosto",2021,8
"148",2021-09-01,"Misiones","Leandro N. Alem",3,6,"septiembre",2021,9
"149",2021-10-01,"Misiones","Leandro N. Alem",3,6,"octubre",2021,10
"150",2020-03-01,"Misiones","Candelaria",4,8,"marzo",2020,3
"151",2020-03-01,"Misiones","Libertador General San Martín",4,8,"marzo",2020,3
"152",2020-04-01,"Misiones","Candelaria",4,8,"abril",2020,4
"153",2020-04-01,"Misiones","Libertador General San Martín",4,8,"abril",2020,4
"154",2020-05-01,"Misiones","Candelaria",4,8,"mayo",2020,5
"155",2020-05-01,"Misiones","Libertador General San Martín",4,8,"mayo",2020,5
"156",2020-06-01,"Misiones","Candelaria",4,8,"junio",2020,6
"157",2020-06-01,"Misiones","Libertador General San Martín",4,8,"junio",2020,6
"158",2020-07-01,"Misiones","Eldorado",4,8,"julio",2020,7
"159",2020-08-01,"Misiones","25 de Mayo",4,8,"agosto",2020,8
"160",2020-08-01,"Misiones","Eldorado",4,8,"agosto",2020,8
"161",2020-09-01,"Misiones","25 de Mayo",4,8,"septiembre",2020,9
"162",2020-10-01,"Misiones","25 de Mayo",4,8,"octubre",2020,10
"163",2020-10-01,"Misiones","Eldorado",4,8,"octubre",2020,10
"164",2020-11-01,"Misiones","25 de Mayo",4,8,"noviembre",2020,11
"165",2020-11-01,"Misiones","Eldorado",4,8,"noviembre",2020,11
"166",2020-12-01,"Misiones","Eldorado",4,8,"diciembre",2020,12
"167",2021-01-01,"Misiones","Cainguás",4,8,"enero",2021,1
"168",2021-01-01,"Misiones","Libertador General San Martín",4,8,"enero",2021,1
"169",2021-01-01,"Misiones","San Ignacio",4,8,"enero",2021,1
"170",2021-02-01,"Misiones","San Ignacio",4,8,"febrero",2021,2
"171",2021-03-01,"Misiones","San Ignacio",4,8,"marzo",2021,3
"172",2021-05-01,"Misiones","Oberá",4,8,"mayo",2021,5
"173",2021-06-01,"Misiones","Oberá",4,8,"junio",2021,6
"174",2021-07-01,"Misiones","Oberá",4,8,"julio",2021,7
"175",2021-08-01,"Misiones","Oberá",4,8,"agosto",2021,8
"176",2021-09-01,"Misiones","Oberá",4,8,"septiembre",2021,9
"177",2021-10-01,"Misiones","Oberá",4,8,"octubre",2021,10
"178",2021-11-01,"Misiones","Oberá",4,8,"noviembre",2021,11
"179",2020-03-01,"Misiones","Eldorado",5,10,"marzo",2020,3
"180",2020-03-01,"Misiones","San Ignacio",5,10,"marzo",2020,3
"181",2020-04-01,"Misiones","Eldorado",5,10,"abril",2020,4
"182",2020-04-01,"Misiones","San Ignacio",5,10,"abril",2020,4
"183",2020-05-01,"Misiones","Eldorado",5,10,"mayo",2020,5
"184",2020-05-01,"Misiones","San Ignacio",5,10,"mayo",2020,5
"185",2020-06-01,"Misiones","Eldorado",5,10,"junio",2020,6
"186",2020-06-01,"Misiones","San Ignacio",5,10,"junio",2020,6
"187",2020-07-01,"Misiones","Candelaria",5,10,"julio",2020,7
"188",2020-07-01,"Misiones","San Ignacio",5,10,"julio",2020,7
"189",2020-08-01,"Misiones","San Ignacio",5,10,"agosto",2020,8
"190",2020-09-01,"Misiones","Eldorado",5,10,"septiembre",2020,9
"191",2020-10-01,"Misiones","Libertador General San Martín",5,10,"octubre",2020,10
"192",2020-11-01,"Misiones","Libertador General San Martín",5,10,"noviembre",2020,11
"193",2020-12-01,"Misiones","Leandro N. Alem",5,10,"diciembre",2020,12
"194",2020-12-01,"Misiones","Libertador General San Martín",5,10,"diciembre",2020,12
"195",2021-01-01,"Misiones","Eldorado",5,10,"enero",2021,1
"196",2021-01-01,"Misiones","Leandro N. Alem",5,10,"enero",2021,1
"197",2021-01-01,"Misiones","Leandro N. Alem",5,10,"enero",2021,1
"198",2021-01-01,"Misiones","Oberá",5,10,"enero",2021,1
"199",2021-02-01,"Misiones","Leandro N. Alem",5,10,"febrero",2021,2
"200",2021-02-01,"Misiones","Oberá",5,10,"febrero",2021,2
"201",2021-03-01,"Misiones","Oberá",5,10,"marzo",2021,3
"202",2021-04-01,"Misiones","Oberá",5,10,"abril",2021,4
"203",2021-12-01,"Misiones","Oberá",5,10,"diciembre",2021,12
"204",2020-03-01,"Misiones","Oberá",6,12,"marzo",2020,3
"205",2020-04-01,"Misiones","Oberá",6,12,"abril",2020,4
"206",2020-05-01,"Misiones","Oberá",6,12,"mayo",2020,5
"207",2020-06-01,"Misiones","Oberá",6,12,"junio",2020,6
"208",2020-07-01,"Misiones","Libertador General San Martín",6,12,"julio",2020,7
"209",2020-07-01,"Misiones","Oberá",6,12,"julio",2020,7
"210",2020-08-01,"Misiones","Libertador General San Martín",6,12,"agosto",2020,8
"211",2020-09-01,"Misiones","Libertador General San Martín",6,12,"septiembre",2020,9
"212",2020-09-01,"Misiones","San Ignacio",6,12,"septiembre",2020,9
"213",2020-10-01,"Misiones","San Ignacio",6,12,"octubre",2020,10
"214",2020-11-01,"Misiones","San Ignacio",6,12,"noviembre",2020,11
"215",2021-02-01,"Misiones","Cainguás",6,12,"febrero",2021,2
"216",2021-02-01,"Misiones","Oberá",6,12,"febrero",2021,2
"217",2021-03-01,"Misiones","Cainguás",6,12,"marzo",2021,3
"218",2021-03-01,"Misiones","Oberá",6,12,"marzo",2021,3
"219",2021-05-01,"Misiones","Oberá",6,12,"mayo",2021,5
"220",2021-06-01,"Misiones","Oberá",6,12,"junio",2021,6
"221",2021-07-01,"Misiones","Oberá",6,12,"julio",2021,7
"222",2021-08-01,"Misiones","Oberá",6,12,"agosto",2021,8
"223",2021-09-01,"Misiones","Oberá",6,12,"septiembre",2021,9
"224",2021-10-01,"Misiones","Oberá",6,12,"octubre",2021,10
"225",2021-11-01,"Misiones","Oberá",6,12,"noviembre",2021,11
"226",2021-12-01,"Misiones","Oberá",6,12,"diciembre",2021,12
"227",2020-08-01,"Misiones","Candelaria",7,14,"agosto",2020,8
"228",2020-09-01,"Misiones","Candelaria",7,14,"septiembre",2020,9
"229",2020-12-01,"Misiones","25 de Mayo",7,14,"diciembre",2020,12
"230",2021-01-01,"Misiones","San Ignacio",7,14,"enero",2021,1
"231",2021-04-01,"Misiones","Cainguás",7,14,"abril",2021,4
"232",2020-08-01,"Misiones","Oberá",8,16,"agosto",2020,8
"233",2020-09-01,"Misiones","Oberá",8,16,"septiembre",2020,9
"234",2021-11-01,"Misiones","Leandro N. Alem",8,16,"noviembre",2021,11
"235",2021-12-01,"Misiones","Leandro N. Alem",8,16,"diciembre",2021,12
"236",2020-07-01,"Misiones","Candelaria",9,18,"julio",2020,7
"237",2020-08-01,"Misiones","Candelaria",9,18,"agosto",2020,8
"238",2020-10-01,"Misiones","Candelaria",9,18,"octubre",2020,10
"239",2020-11-01,"Misiones","Candelaria",9,18,"noviembre",2020,11
"240",2020-12-01,"Misiones","Candelaria",9,18,"diciembre",2020,12
"241",2021-01-01,"Misiones","Candelaria",9,18,"enero",2021,1
"242",2021-02-01,"Misiones","Candelaria",9,18,"febrero",2021,2
"243",2021-02-01,"Misiones","Candelaria",9,18,"febrero",2021,2
"244",2021-03-01,"Misiones","Candelaria",9,18,"marzo",2021,3
"245",2021-03-01,"Misiones","Candelaria",9,18,"marzo",2021,3
"246",2020-03-01,"Misiones","Candelaria",10,20,"marzo",2020,3
"247",2020-03-01,"Misiones","Leandro N. Alem",10,20,"marzo",2020,3
"248",2020-03-01,"Misiones","Oberá",10,20,"marzo",2020,3
"249",2020-04-01,"Misiones","Candelaria",10,20,"abril",2020,4
"250",2020-04-01,"Misiones","Leandro N. Alem",10,20,"abril",2020,4
"251",2020-04-01,"Misiones","Oberá",10,20,"abril",2020,4
"252",2020-05-01,"Misiones","Candelaria",10,20,"mayo",2020,5
"253",2020-05-01,"Misiones","Leandro N. Alem",10,20,"mayo",2020,5
"254",2020-05-01,"Misiones","Oberá",10,20,"mayo",2020,5
"255",2020-06-01,"Misiones","Candelaria",10,20,"junio",2020,6
"256",2020-06-01,"Misiones","Leandro N. Alem",10,20,"junio",2020,6
"257",2020-06-01,"Misiones","Oberá",10,20,"junio",2020,6
"258",2020-07-01,"Misiones","Leandro N. Alem",10,20,"julio",2020,7
"259",2020-07-01,"Misiones","Oberá",10,20,"julio",2020,7
"260",2020-08-01,"Misiones","Leandro N. Alem",10,20,"agosto",2020,8
"261",2020-08-01,"Misiones","Oberá",10,20,"agosto",2020,8
"262",2020-09-01,"Misiones","Candelaria",10,20,"septiembre",2020,9
"263",2020-09-01,"Misiones","Leandro N. Alem",10,20,"septiembre",2020,9
"264",2020-09-01,"Misiones","Oberá",10,20,"septiembre",2020,9
"265",2020-10-01,"Misiones","Leandro N. Alem",10,20,"octubre",2020,10
"266",2020-10-01,"Misiones","Oberá",10,20,"octubre",2020,10
"267",2020-10-01,"Misiones","Oberá",10,20,"octubre",2020,10
"268",2020-11-01,"Misiones","Leandro N. Alem",10,20,"noviembre",2020,11
"269",2020-11-01,"Misiones","Oberá",10,20,"noviembre",2020,11
"270",2020-11-01,"Misiones","Oberá",10,20,"noviembre",2020,11
"271",2020-12-01,"Misiones","Oberá",10,20,"diciembre",2020,12
"272",2021-01-01,"Misiones","Oberá",10,20,"enero",2021,1
"273",2021-02-01,"Misiones","Apóstoles",10,20,"febrero",2021,2
"274",2021-02-01,"Misiones","Montecarlo",10,20,"febrero",2021,2
"275",2021-02-01,"Misiones","Oberá",10,20,"febrero",2021,2
"276",2021-02-01,"Misiones","San Javier",10,20,"febrero",2021,2
"277",2021-03-01,"Misiones","Apóstoles",10,20,"marzo",2021,3
"278",2021-03-01,"Misiones","Montecarlo",10,20,"marzo",2021,3
"279",2021-03-01,"Misiones","Oberá",10,20,"marzo",2021,3
"280",2021-03-01,"Misiones","San Javier",10,20,"marzo",2021,3
"281",2021-04-01,"Misiones","Oberá",10,20,"abril",2021,4
"282",2020-03-01,"Misiones","Guaraní",11,22,"marzo",2020,3
"283",2020-03-01,"Misiones","Libertador General San Martín",11,22,"marzo",2020,3
"284",2020-04-01,"Misiones","Guaraní",11,22,"abril",2020,4
"285",2020-04-01,"Misiones","Libertador General San Martín",11,22,"abril",2020,4
"286",2020-05-01,"Misiones","Guaraní",11,22,"mayo",2020,5
"287",2020-05-01,"Misiones","Libertador General San Martín",11,22,"mayo",2020,5
"288",2020-06-01,"Misiones","Guaraní",11,22,"junio",2020,6
"289",2020-06-01,"Misiones","Libertador General San Martín",11,22,"junio",2020,6
"290",2020-12-01,"Misiones","Leandro N. Alem",11,22,"diciembre",2020,12
"291",2020-12-01,"Misiones","Oberá",11,22,"diciembre",2020,12
"292",2021-01-01,"Misiones","Oberá",11,22,"enero",2021,1
"293",2021-02-01,"Misiones","Leandro N. Alem",11,22,"febrero",2021,2
"294",2021-03-01,"Misiones","Leandro N. Alem",11,22,"marzo",2021,3
"295",2021-04-01,"Misiones","Oberá",11,22,"abril",2021,4
"296",2020-03-01,"Misiones","Oberá",12,24,"marzo",2020,3
"297",2020-04-01,"Misiones","Oberá",12,24,"abril",2020,4
"298",2020-05-01,"Misiones","Oberá",12,24,"mayo",2020,5
"299",2020-06-01,"Misiones","Oberá",12,24,"junio",2020,6
"300",2021-02-01,"Misiones","25 de Mayo",12,24,"febrero",2021,2
"301",2021-04-01,"Misiones","Leandro N. Alem",12,24,"abril",2021,4
"302",2021-05-01,"Misiones","Leandro N. Alem",12,24,"mayo",2021,5
"303",2021-06-01,"Misiones","Leandro N. Alem",12,24,"junio",2021,6
"304",2020-07-01,"Misiones","Libertador General San Martín",13,26,"julio",2020,7
"305",2020-08-01,"Misiones","Libertador General San Martín",13,26,"agosto",2020,8
"306",2021-01-01,"Misiones","Leandro N. Alem",13,26,"enero",2021,1
"307",2021-02-01,"Misiones","Leandro N. Alem",13,26,"febrero",2021,2
"308",2021-02-01,"Misiones","Oberá",13,26,"febrero",2021,2
"309",2021-03-01,"Misiones","25 de Mayo",13,26,"marzo",2021,3
"310",2021-03-01,"Misiones","Leandro N. Alem",13,26,"marzo",2021,3
"311",2021-03-01,"Misiones","Oberá",13,26,"marzo",2021,3
"312",2020-07-01,"Misiones","Candelaria",14,28,"julio",2020,7
"313",2020-07-01,"Misiones","Guaraní",14,28,"julio",2020,7
"314",2020-07-01,"Misiones","Oberá",14,28,"julio",2020,7
"315",2020-08-01,"Misiones","Candelaria",14,28,"agosto",2020,8
"316",2020-08-01,"Misiones","Oberá",14,28,"agosto",2020,8
"317",2020-09-01,"Misiones","Candelaria",14,28,"septiembre",2020,9
"318",2020-09-01,"Misiones","Libertador General San Martín",14,28,"septiembre",2020,9
"319",2020-09-01,"Misiones","Oberá",14,28,"septiembre",2020,9
"320",2021-02-01,"Misiones","Libertador General San Martín",14,28,"febrero",2021,2
"321",2021-03-01,"Misiones","Libertador General San Martín",14,28,"marzo",2021,3
"322",2021-04-01,"Misiones","Apóstoles",14,28,"abril",2021,4
"323",2021-08-01,"Misiones","Concepción",14,28,"agosto",2021,8
"324",2021-09-01,"Misiones","Candelaria",14,28,"septiembre",2021,9
"325",2021-09-01,"Misiones","Concepción",14,28,"septiembre",2021,9
"326",2021-10-01,"Misiones","Candelaria",14,28,"octubre",2021,10
"327",2021-10-01,"Misiones","Concepción",14,28,"octubre",2021,10
"328",2021-11-01,"Misiones","Concepción",14,28,"noviembre",2021,11
"329",2021-12-01,"Misiones","Concepción",14,28,"diciembre",2021,12
"330",2020-03-01,"Misiones","Candelaria",15,30,"marzo",2020,3
"331",2020-04-01,"Misiones","Candelaria",15,30,"abril",2020,4
"332",2020-05-01,"Misiones","Candelaria",15,30,"mayo",2020,5
"333",2020-06-01,"Misiones","Candelaria",15,30,"junio",2020,6
"334",2020-10-01,"Misiones","Oberá",15,30,"octubre",2020,10
"335",2020-11-01,"Misiones","Oberá",15,30,"noviembre",2020,11
"336",2020-12-01,"Misiones","Leandro N. Alem",15,30,"diciembre",2020,12
"337",2020-12-01,"Misiones","Oberá",15,30,"diciembre",2020,12
"338",2021-01-01,"Misiones","Candelaria",15,30,"enero",2021,1
"339",2021-01-01,"Misiones","Concepción",15,30,"enero",2021,1
"340",2021-02-01,"Misiones","Candelaria",15,30,"febrero",2021,2
"341",2021-02-01,"Misiones","Concepción",15,30,"febrero",2021,2
"342",2021-03-01,"Misiones","Candelaria",15,30,"marzo",2021,3
"343",2021-03-01,"Misiones","Concepción",15,30,"marzo",2021,3
"344",2021-04-01,"Misiones","Candelaria",15,30,"abril",2021,4
"345",2021-04-01,"Misiones","Candelaria",15,30,"abril",2021,4
"346",2021-04-01,"Misiones","Concepción",15,30,"abril",2021,4
"347",2021-04-01,"Misiones","San Ignacio",15,30,"abril",2021,4
"348",2021-04-01,"Misiones","San Javier",15,30,"abril",2021,4
"349",2021-05-01,"Misiones","Apóstoles",15,30,"mayo",2021,5
"350",2021-05-01,"Misiones","Candelaria",15,30,"mayo",2021,5
"351",2021-05-01,"Misiones","Candelaria",15,30,"mayo",2021,5
"352",2021-05-01,"Misiones","Concepción",15,30,"mayo",2021,5
"353",2021-05-01,"Misiones","San Ignacio",15,30,"mayo",2021,5
"354",2021-05-01,"Misiones","San Javier",15,30,"mayo",2021,5
"355",2021-06-01,"Misiones","Apóstoles",15,30,"junio",2021,6
"356",2021-06-01,"Misiones","Candelaria",15,30,"junio",2021,6
"357",2021-06-01,"Misiones","Candelaria",15,30,"junio",2021,6
"358",2021-06-01,"Misiones","Concepción",15,30,"junio",2021,6
"359",2021-06-01,"Misiones","San Ignacio",15,30,"junio",2021,6
"360",2021-06-01,"Misiones","San Javier",15,30,"junio",2021,6
"361",2021-07-01,"Misiones","Apóstoles",15,30,"julio",2021,7
"362",2021-07-01,"Misiones","Candelaria",15,30,"julio",2021,7
"363",2021-07-01,"Misiones","Concepción",15,30,"julio",2021,7
"364",2021-07-01,"Misiones","San Ignacio",15,30,"julio",2021,7
"365",2021-08-01,"Misiones","Apóstoles",15,30,"agosto",2021,8
"366",2021-08-01,"Misiones","Candelaria",15,30,"agosto",2021,8
"367",2021-08-01,"Misiones","Candelaria",15,30,"agosto",2021,8
"368",2021-08-01,"Misiones","San Ignacio",15,30,"agosto",2021,8
"369",2021-09-01,"Misiones","Apóstoles",15,30,"septiembre",2021,9
"370",2021-09-01,"Misiones","Candelaria",15,30,"septiembre",2021,9
"371",2021-09-01,"Misiones","San Ignacio",15,30,"septiembre",2021,9
"372",2021-10-01,"Misiones","Apóstoles",15,30,"octubre",2021,10
"373",2021-10-01,"Misiones","Candelaria",15,30,"octubre",2021,10
"374",2021-10-01,"Misiones","San Ignacio",15,30,"octubre",2021,10
"375",2021-11-01,"Misiones","Candelaria",15,30,"noviembre",2021,11
"376",2021-11-01,"Misiones","San Ignacio",15,30,"noviembre",2021,11
"377",2021-12-01,"Misiones","Candelaria",15,30,"diciembre",2021,12
"378",2021-12-01,"Misiones","San Ignacio",15,30,"diciembre",2021,12
"379",2020-03-01,"Misiones","Libertador General San Martín",16,32,"marzo",2020,3
