,created_at,text,id,author_id
84,2022-01-26T19:51:51.000Z,"Indignante la cola para retirar entradas , sigue 1000 mtr +  #vergonzoso ni una idea #Argentina #colombia desastrosa , arcaica y obsoleta entrega y organización @afa @fifacom_es @Cadena3Com @todonoticias @LANACION @radiomitrecba @radiomitre de acá el #PaseSanitario https://t.co/aab7fqKyPL",1486426679102689280,1477320116
85,2022-01-26T19:51:35.000Z,"""La verdad es como un león, se defiende muy bien solo""

No al #PaseSanitario https://t.co/w3lYAKOYpw",1486426610588913676,700464940151230464
86,2022-01-26T19:50:43.000Z,#TodasLasVacunasCuentan #todastienengrafeno #yonomelapongo #PaseSanitario https://t.co/IEHEb7U4j9,1486426395387572236,1318008782237192193
87,2022-01-26T19:50:07.000Z,"#PaseSanitario
La Universidad Nacional de Rosario pedirá pase sanitario o PCR negativo

https://t.co/JWFGP6DX1x https://t.co/cL3J9Kz49T",1486426241746014208,1306629670356615168
88,2022-01-26T19:49:44.000Z,"@gustavobj64 Ya no necesitás un PCR Negativo para entrar a la Argentina desde el extranjero, pero necesitás un  #PaseSanitario para subir al bondi?",1486426146589786116,15377374
89,2022-01-26T19:48:47.000Z,"@LassoGuillermo @CapiZapataEC @CynthiaViteri6 
- Sera q ya eliminan el #PaseSanitario y nos devuelven la libre movilidad por lo menos en los buses interprovinciales y metrovia, en locales cerrados q los dueños peleen su aforo para que no quiebren 😎 https://t.co/J30X8mc7GZ",1486425906386292740,1213639258788904961
90,2022-01-26T19:48:23.000Z,#todastienengrafeno #PaseSanitario https://t.co/tWJLADTY9V,1486425807522312200,1318008782237192193
91,2022-01-26T19:47:35.000Z,"#VaccinationCertificates #CertificatsDeVaccination
#CertificadosDeVacunacion #PaseSanitario 
#PublicHealth #Pandemic 
#France 
Integración Digital Revista : La importancia del pase sanitario : https://t.co/rmxtjSg3hr",1486425606317293569,1451998832464736260
92,2022-01-26T19:47:06.000Z,"#PaseSanitario #Revocatorio #OmicronVarient #Grafeno #VacunaCOVID19 no lo entiendo si ya te vacunaste y el q no se vavuna corre riesgo su vida no la tuya. Enserio basta con ese pensamiemto totalitario y dictatorial
#NoAlPaseSanitario #ElPeorPresidenteDeLaHistoria https://t.co/xfMRvlBLQv",1486425485919805440,1376651748081811460
93,2022-01-26T19:44:28.000Z,#PaseSanitario Donde esta @JMilei luchando por la libertad 🗽  Esta preparando otro sorteo $$ .. Con la condición que estén vacunados...,1486424819948163073,723306695850647552
94,2022-01-26T19:43:13.000Z,Entró en vigencia el “pase sanitario” obligatorio para transporte de media y larga distancia https://t.co/rx7gZBzn33 a través de @NoticiasLaPosta #BuenosAires #PaseSanitario @BAProvincia,1486424505291616265,3166196639
95,2022-01-26T19:42:25.000Z,"La UTN Chubut no exige pase sanitario a su comunidad educativa
@UTNChubut @gobiernochubut 

#UTNChubut #Educacion #Coronavirus #PaseSanitario #Comunidad 

https://t.co/w9N8nJhctH",1486424306821308422,2810585652
96,2022-01-26T19:41:59.000Z,"#PaseSanitario = #PaseRacista 
= #PaseApartheid = #PasaporteBorrego = #PasaporteNazi https://t.co/W4Rgfkpz92",1486424196410454018,147730982
97,2022-01-26T19:41:45.000Z,"Desde el viernes también se podrán adquirir en nuestra sede.

Recordemos que el día del partido se pedirá el #PaseSanitario. https://t.co/KAHqVYYr2O",1486424138663149568,1339632673552273410
98,2022-01-26T19:38:50.000Z,#PaseSanitario NO   #FichaLimpia SI,1486423404987273222,1374722705166110721
99,2022-01-26T19:38:22.000Z,@DANYD8 @Kicillofok no tiene problemas en viajar en micro  el #PaseSanitario es para los pobres https://t.co/ZekT5MFOhm,1486423286271545344,723306695850647552
